wavelength,alpha_0,alpha_0_uncertainty,alpha(m=0),alpha(m=0)_uncertainty
673.25,356.68,1.72,356.68,1.72
673.75,356.07,1.72,356.07,1.72
674.25,355.45,1.72,355.45,1.72
674.75,354.82,1.72,354.82,1.72
675.25,354.18,1.71,354.18,1.71
675.75,353.52,1.71,353.52,1.71
676.25,352.86,1.71,352.86,1.71
676.75,352.18,1.71,352.18,1.71
677.25,351.48,1.71,351.48,1.71
677.75,350.76,1.71,350.76,1.71
678.25,350.03,1.7,350.03,1.7
678.75,351.08,1.78,351.08,1.78
678.81,349.41,1.71,349.41,1.71
678.87,349.16,1.7,349.16,1.7
678.93,349.02,1.7,349.02,1.7
678.99,348.9,1.7,348.9,1.7
679.02,348.85,1.7,348.85,1.7
679.05,348.8,1.7,348.8,1.7
679.08,348.74,1.7,348.74,1.7
679.11,348.69,1.7,348.69,1.7
679.14,348.64,1.7,348.64,1.7
679.17,348.59,1.7,348.59,1.7
679.2,348.54,1.7,348.54,1.7
679.23,348.49,1.7,348.49,1.7
679.26,348.44,1.7,348.44,1.7
679.32,348.34,1.7,348.34,1.7
679.35,348.3,1.7,348.3,1.7
679.38,348.25,1.7,348.25,1.7
679.41,348.2,1.7,348.2,1.7
679.44,348.15,1.7,348.15,1.7
679.47,348.1,1.7,348.1,1.7
679.5,348.04,1.7,348.04,1.7
679.53,347.99,1.7,347.99,1.7
679.56,347.94,1.7,347.94,1.7
679.59,347.89,1.7,347.89,1.7
679.62,347.84,1.7,347.84,1.7
679.68,347.74,1.7,347.74,1.7
679.74,347.64,1.7,347.64,1.7
679.8,347.54,1.7,347.54,1.7
679.86,347.43,1.7,347.43,1.7
680.36,346.55,1.7,346.55,1.7
680.86,345.61,1.69,345.61,1.69
681.36,344.61,1.69,344.61,1.69
681.86,343.54,1.69,343.54,1.69
682.36,342.39,1.69,342.39,1.69
682.86,341.12,1.69,341.12,1.69
683.36,339.71,1.69,339.71,1.69
683.86,338.13,1.68,338.13,1.68
684.4,336.17,1.68,336.17,1.68
684.9,334.03,1.68,334.03,1.68
685.4,331.46,1.68,331.46,1.68
685.9,328.3,1.68,328.3,1.68
686.4,324.23,1.68,324.23,1.68
686.9,318.72,1.68,318.72,1.68
687.4,310.73,1.68,310.73,1.68
687.9,297.84,1.69,297.84,1.69
688.4,273.05,1.71,273.05,1.71
688.9,203.83,1.83,203.83,1.83
688.95,189.32,1.86,189.32,1.86
689,171.59,1.91,171.59,1.91
689.05,149.43,1.97,149.43,1.97
689.1,120.94,2.05,120.94,2.05
689.15,82.93,2.18,82.93,2.18
689.2,29.68,2.37,29.68,2.37
689.25,-50.3,2.69,-50.3,2.69
689.3,-183.89,3.27,-183.89,3.27
689.35,-452.25,4.55,-452.25,4.55
689.4,-1267.1,8.72,-1267.1,8.72
689.415,-1977.52,12.43,-1977.52,12.43
689.419,-2286.56,14.05,-2286.56,14.05
689.423,-2690.32,16.18,-2690.32,16.18
689.427,-3240.25,19.08,-3240.25,19.08
689.431,-4033.26,23.27,-4033.26,23.27
689.435,-5276.25,29.84,-5276.25,29.84
689.439,-7503.95,41.63,-7503.95,41.63
689.443,-12653.94,68.9,-12653.94,68.9
689.447,-37437.39,200.19,-37437.39,200.19
689.451,42045.76,220.92,42045.76,220.92
689.455,13783.35,71.2,13783.35,71.2
689.459,8355.68,42.46,8355.68,42.46
689.463,6051.5,30.27,6051.5,30.27
689.467,4777.04,23.53,4777.04,23.53
689.471,3968.09,19.25,3968.09,19.25
689.475,3409,16.3,3409,16.3
689.479,2999.49,14.15,2999.49,14.15
689.483,2686.61,12.5,2686.61,12.5
689.487,2439.78,11.21,2439.78,11.21
689.491,2240.07,10.16,2240.07,10.16
689.541,1210.5,4.86,1210.5,4.86
689.591,906.45,3.4,906.45,3.4
689.641,760.83,2.75,760.83,2.75
689.691,675.38,2.4,675.38,2.4
689.741,619.2,2.2,619.2,2.2
689.791,579.43,2.07,579.43,2.07
689.841,549.81,1.98,549.81,1.98
689.891,526.88,1.91,526.88,1.91
689.941,508.6,1.87,508.6,1.87
689.991,493.69,1.83,493.69,1.83
690.491,423.08,1.71,423.08,1.71
690.991,398.01,1.68,398.01,1.68
691.491,385.03,1.67,385.03,1.67
691.991,377,1.66,377,1.66
692.491,371.49,1.66,371.49,1.66
692.991,367.43,1.66,367.43,1.66
693.491,364.28,1.65,364.28,1.65
693.991,361.74,1.65,361.74,1.65
694.491,359.63,1.65,359.63,1.65
694.991,357.84,1.65,357.84,1.65
695.491,356.28,1.64,356.28,1.64
695.991,354.9,1.64,354.9,1.64
696.491,353.67,1.64,353.67,1.64
696.991,352.55,1.64,352.55,1.64
697.491,351.53,1.64,351.53,1.64
697.991,350.59,1.64,350.59,1.64
698.491,349.71,1.63,349.71,1.63
698.991,348.89,1.63,348.89,1.63
699.491,348.11,1.63,348.11,1.63
699.991,347.38,1.63,347.38,1.63
700.491,346.68,1.63,346.68,1.63
700.991,346.01,1.63,346.01,1.63
701.491,345.37,1.62,345.37,1.62
701.991,344.75,1.62,344.75,1.62
702.491,344.16,1.62,344.16,1.62
702.991,343.58,1.62,343.58,1.62
703.491,343.02,1.62,343.02,1.62
703.991,342.48,1.62,342.48,1.62
704.491,341.95,1.62,341.95,1.62
704.991,341.44,1.61,341.44,1.61
705.491,340.94,1.61,340.94,1.61
705.991,340.44,1.61,340.44,1.61
706.491,339.96,1.61,339.96,1.61
706.991,339.49,1.61,339.49,1.61
707.491,339.03,1.61,339.03,1.61
707.991,338.57,1.6,338.57,1.6
708.491,338.13,1.6,338.13,1.6
708.991,337.69,1.6,337.69,1.6
709.491,337.25,1.6,337.25,1.6
709.991,336.83,1.6,336.83,1.6
710.491,336.4,1.6,336.4,1.6
710.991,335.99,1.6,335.99,1.6
711.491,335.58,1.59,335.58,1.59
711.991,335.17,1.59,335.17,1.59
712.491,334.77,1.59,334.77,1.59
712.991,334.38,1.59,334.38,1.59
713.491,333.99,1.59,333.99,1.59
713.991,333.6,1.59,333.6,1.59
714.491,333.21,1.59,333.21,1.59
714.991,332.84,1.59,332.84,1.59
715.491,332.46,1.58,332.46,1.58
715.991,332.09,1.58,332.09,1.58
716.491,331.72,1.58,331.72,1.58
716.991,331.35,1.58,331.35,1.58
717.491,330.99,1.58,330.99,1.58
717.991,330.63,1.58,330.63,1.58
718.491,330.27,1.58,330.27,1.58
718.991,329.92,1.57,329.92,1.57
719.491,329.57,1.57,329.57,1.57
719.991,329.22,1.57,329.22,1.57
720.491,328.88,1.57,328.88,1.57
720.991,328.53,1.57,328.53,1.57
721.491,328.19,1.57,328.19,1.57
721.991,327.85,1.57,327.85,1.57
722.491,327.52,1.57,327.52,1.57
722.991,327.19,1.56,327.19,1.56
723.491,326.85,1.56,326.85,1.56
723.991,326.53,1.56,326.53,1.56
724.491,326.2,1.56,326.2,1.56
724.991,325.87,1.56,325.87,1.56
725.491,325.55,1.56,325.55,1.56
725.991,325.23,1.56,325.23,1.56
726.491,324.91,1.56,324.91,1.56
726.991,324.59,1.55,324.59,1.55
727.491,324.28,1.55,324.28,1.55
727.991,323.97,1.55,323.97,1.55
728.491,323.65,1.55,323.65,1.55
728.991,323.34,1.55,323.34,1.55
729.491,323.04,1.55,323.04,1.55
729.991,322.73,1.55,322.73,1.55
730.491,322.43,1.55,322.43,1.55
730.991,322.12,1.54,322.12,1.54
731.491,321.82,1.54,321.82,1.54
731.991,321.52,1.54,321.52,1.54
732.491,321.22,1.54,321.22,1.54
732.991,320.93,1.54,320.93,1.54
733.491,320.63,1.54,320.63,1.54
733.991,320.34,1.54,320.34,1.54
734.491,320.05,1.54,320.05,1.54
734.991,319.76,1.53,319.76,1.53
735.491,319.47,1.53,319.47,1.53
735.991,319.18,1.53,319.18,1.53
736.491,318.89,1.53,318.89,1.53
736.991,318.61,1.53,318.61,1.53
737.491,318.33,1.53,318.33,1.53
737.991,318.04,1.53,318.04,1.53
738.491,317.76,1.53,317.76,1.53
738.991,317.48,1.53,317.48,1.53
739.491,317.2,1.52,317.2,1.52
739.991,316.93,1.52,316.93,1.52
740.491,316.65,1.52,316.65,1.52
740.991,316.38,1.52,316.38,1.52
741.491,316.11,1.52,316.11,1.52
741.991,315.83,1.52,315.83,1.52
742.491,315.56,1.52,315.56,1.52
742.991,315.29,1.52,315.29,1.52
743.491,315.03,1.52,315.03,1.52
743.991,314.76,1.51,314.76,1.51
744.491,314.49,1.51,314.49,1.51
744.991,314.23,1.51,314.23,1.51
745.491,313.96,1.51,313.96,1.51
745.991,313.7,1.51,313.7,1.51
746.491,313.44,1.51,313.44,1.51
746.991,313.18,1.51,313.18,1.51
747.491,312.92,1.51,312.92,1.51
747.991,312.66,1.51,312.66,1.51
748.491,312.41,1.51,312.41,1.51
748.991,312.15,1.5,312.15,1.5
749.491,311.9,1.5,311.9,1.5
749.991,311.64,1.5,311.64,1.5
750.491,311.39,1.5,311.39,1.5
750.991,311.14,1.5,311.14,1.5
751.491,310.89,1.5,310.89,1.5
751.991,310.64,1.5,310.64,1.5
752.491,310.39,1.5,310.39,1.5
752.991,310.14,1.5,310.14,1.5
753.491,309.9,1.49,309.9,1.49
753.991,309.65,1.49,309.65,1.49
754.491,309.41,1.49,309.41,1.49
754.991,309.16,1.49,309.16,1.49
755.491,308.92,1.49,308.92,1.49
755.991,308.68,1.49,308.68,1.49
756.491,308.44,1.49,308.44,1.49
756.991,308.2,1.49,308.2,1.49
757.491,307.96,1.49,307.96,1.49
757.991,307.72,1.49,307.72,1.49
758.491,307.49,1.48,307.49,1.48
758.991,307.25,1.48,307.25,1.48
759.491,307.02,1.48,307.02,1.48
759.991,306.78,1.48,306.78,1.48
760.491,306.55,1.48,306.55,1.48
760.991,306.32,1.48,306.32,1.48
761.491,306.09,1.48,306.09,1.48
761.991,305.86,1.48,305.86,1.48
762.491,305.63,1.48,305.63,1.48
762.991,305.4,1.48,305.4,1.48
763.491,305.17,1.48,305.17,1.48
763.991,304.94,1.47,304.94,1.47
764.491,304.72,1.47,304.72,1.47
764.991,304.49,1.47,304.49,1.47
765.491,304.27,1.47,304.27,1.47
765.991,304.04,1.47,304.04,1.47
766.491,303.82,1.47,303.82,1.47
766.991,303.6,1.47,303.6,1.47
767.491,303.38,1.47,303.38,1.47
767.991,303.16,1.47,303.16,1.47
768.491,302.94,1.47,302.94,1.47
768.991,302.72,1.47,302.72,1.47
769.491,302.5,1.46,302.5,1.46
769.991,302.28,1.46,302.28,1.46
770.491,302.07,1.46,302.07,1.46
770.991,301.85,1.46,301.85,1.46
771.491,301.64,1.46,301.64,1.46
771.991,301.42,1.46,301.42,1.46
772.491,301.21,1.46,301.21,1.46
772.991,301,1.46,301,1.46
773.491,300.79,1.46,300.79,1.46
773.991,300.58,1.46,300.58,1.46
774.491,300.37,1.46,300.37,1.46
774.991,300.16,1.45,300.16,1.45
775.491,299.95,1.45,299.95,1.45
775.991,299.74,1.45,299.74,1.45
776.491,299.53,1.45,299.53,1.45
776.991,299.33,1.45,299.33,1.45
777.491,299.12,1.45,299.12,1.45
777.991,298.92,1.45,298.92,1.45
778.491,298.71,1.45,298.71,1.45
778.991,298.51,1.45,298.51,1.45
779.491,298.31,1.45,298.31,1.45
779.991,298.1,1.45,298.1,1.45
780.491,297.9,1.45,297.9,1.45
780.991,297.7,1.44,297.7,1.44
781.491,297.5,1.44,297.5,1.44
781.991,297.3,1.44,297.3,1.44
782.491,297.1,1.44,297.1,1.44
782.991,296.9,1.44,296.9,1.44
783.491,296.71,1.44,296.71,1.44
783.991,296.51,1.44,296.51,1.44
784.491,296.31,1.44,296.31,1.44
784.991,296.12,1.44,296.12,1.44
785.491,295.93,1.44,295.93,1.44
785.991,295.73,1.44,295.73,1.44
786.491,295.54,1.44,295.54,1.44
786.991,295.35,1.43,295.35,1.43
787.491,295.15,1.43,295.15,1.43
787.991,294.96,1.43,294.96,1.43
788.491,294.77,1.43,294.77,1.43
788.991,294.58,1.43,294.58,1.43
789.491,294.39,1.43,294.39,1.43
789.991,294.2,1.43,294.2,1.43
790.491,294.01,1.43,294.01,1.43
790.991,293.83,1.43,293.83,1.43
791.491,293.64,1.43,293.64,1.43
791.991,293.45,1.43,293.45,1.43
792.491,293.27,1.43,293.27,1.43
792.991,293.08,1.43,293.08,1.43
793.491,292.9,1.42,292.9,1.42
793.991,292.72,1.42,292.72,1.42
794.491,292.53,1.42,292.53,1.42
794.991,292.35,1.42,292.35,1.42
795.491,292.17,1.42,292.17,1.42
795.991,291.99,1.42,291.99,1.42
