wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty
1075.37,176,3.45,-168.67,1.26,18.95,0.56,138.1,3.65,194.95,3.49
1075.87,175.87,3.45,-168.66,1.26,18.93,0.56,138.01,3.65,194.8,3.49
1076.37,175.74,3.45,-168.65,1.26,18.91,0.56,137.92,3.65,194.64,3.49
1076.87,175.6,3.45,-168.64,1.26,18.89,0.56,137.83,3.65,194.49,3.49
1077.37,175.47,3.45,-168.64,1.26,18.87,0.56,137.74,3.65,194.33,3.49
1077.87,175.34,3.45,-168.63,1.26,18.84,0.56,137.65,3.65,194.18,3.49
1078.37,175.2,3.45,-168.62,1.26,18.82,0.56,137.56,3.64,194.03,3.49
1078.87,175.07,3.45,-168.61,1.26,18.8,0.56,137.47,3.64,193.87,3.49
1079.37,174.94,3.45,-168.61,1.26,18.78,0.56,137.38,3.64,193.72,3.49
1079.87,174.81,3.45,-168.6,1.26,18.76,0.56,137.29,3.64,193.57,3.49
1080.37,174.67,3.45,-168.59,1.26,18.74,0.56,137.2,3.64,193.41,3.49
1080.87,174.54,3.45,-168.59,1.26,18.72,0.56,137.11,3.64,193.26,3.49
1081.37,174.41,3.45,-168.58,1.26,18.7,0.56,137.02,3.64,193.11,3.49
1081.87,174.28,3.45,-168.57,1.26,18.68,0.56,136.93,3.64,192.96,3.49
1082.37,174.15,3.45,-168.57,1.26,18.66,0.56,136.84,3.64,192.8,3.49
1082.87,174.02,3.45,-168.56,1.26,18.63,0.56,136.75,3.64,192.65,3.48
1083.37,173.88,3.45,-168.56,1.26,18.61,0.56,136.66,3.64,192.5,3.48
1083.87,173.75,3.45,-168.55,1.26,18.59,0.56,136.57,3.64,192.35,3.48
1084.37,173.62,3.45,-168.55,1.26,18.57,0.56,136.48,3.64,192.19,3.48
1084.87,173.49,3.45,-168.54,1.25,18.55,0.56,136.39,3.64,192.04,3.48
1085.37,173.36,3.45,-168.54,1.25,18.53,0.56,136.3,3.64,191.89,3.48
1085.87,173.23,3.45,-168.53,1.25,18.51,0.56,136.21,3.64,191.74,3.48
1086.37,173.1,3.45,-168.53,1.25,18.49,0.56,136.12,3.64,191.59,3.48
1086.87,172.97,3.45,-168.53,1.25,18.47,0.56,136.03,3.64,191.44,3.48
1087.37,172.84,3.45,-168.52,1.25,18.45,0.56,135.94,3.64,191.29,3.48
1087.87,172.71,3.45,-168.52,1.25,18.43,0.56,135.85,3.64,191.14,3.48
1088.37,172.58,3.45,-168.52,1.25,18.41,0.55,135.76,3.64,190.99,3.48
1088.87,172.45,3.44,-168.51,1.25,18.39,0.55,135.67,3.64,190.84,3.48
1089.37,172.32,3.44,-168.51,1.25,18.37,0.55,135.58,3.64,190.69,3.48
1089.87,172.19,3.44,-168.51,1.25,18.35,0.55,135.49,3.64,190.54,3.48
1090.37,172.06,3.44,-168.5,1.25,18.33,0.55,135.4,3.64,190.39,3.48
1090.87,171.93,3.44,-168.5,1.25,18.31,0.55,135.31,3.63,190.24,3.48
1091.37,171.8,3.44,-168.5,1.25,18.29,0.55,135.22,3.63,190.09,3.48
1091.87,171.67,3.44,-168.5,1.25,18.27,0.55,135.13,3.63,189.94,3.48
1092.37,171.54,3.44,-168.5,1.25,18.25,0.55,135.04,3.63,189.79,3.48
1092.87,171.41,3.44,-168.5,1.25,18.23,0.55,134.95,3.63,189.64,3.48
1093.37,171.28,3.44,-168.49,1.25,18.21,0.55,134.86,3.63,189.49,3.48
1093.87,171.15,3.44,-168.49,1.25,18.19,0.55,134.77,3.63,189.34,3.48
1094.37,171.02,3.44,-168.49,1.25,18.17,0.55,134.68,3.63,189.19,3.48
1094.87,170.89,3.44,-168.49,1.25,18.15,0.55,134.59,3.63,189.04,3.47
1095.37,170.76,3.44,-168.49,1.25,18.13,0.55,134.5,3.63,188.89,3.47
1095.87,170.64,3.44,-168.49,1.25,18.11,0.55,134.41,3.63,188.75,3.47
1096.37,170.51,3.44,-168.49,1.25,18.09,0.55,134.32,3.63,188.6,3.47
1096.87,170.38,3.44,-168.49,1.25,18.07,0.55,134.24,3.63,188.45,3.47
1097.37,170.25,3.44,-168.49,1.25,18.05,0.55,134.15,3.63,188.3,3.47
1097.87,170.12,3.44,-168.49,1.25,18.03,0.55,134.06,3.63,188.15,3.47
1098.37,169.99,3.44,-168.49,1.24,18.01,0.55,133.97,3.63,188.01,3.47
1098.87,169.87,3.44,-168.49,1.24,17.99,0.55,133.88,3.63,187.86,3.47
1099.37,169.74,3.44,-168.49,1.24,17.97,0.55,133.79,3.63,187.71,3.47
1099.87,169.61,3.44,-168.49,1.24,17.96,0.55,133.7,3.63,187.57,3.47
1100.37,169.48,3.44,-168.5,1.24,17.94,0.55,133.61,3.63,187.42,3.47
1100.87,169.35,3.44,-168.5,1.24,17.92,0.55,133.52,3.63,187.27,3.47
1101.37,169.23,3.44,-168.5,1.24,17.9,0.55,133.43,3.63,187.12,3.47
1101.87,169.1,3.44,-168.5,1.24,17.88,0.55,133.34,3.63,186.98,3.47
1102.37,168.97,3.44,-168.5,1.24,17.86,0.55,133.25,3.63,186.83,3.47
1102.87,168.84,3.43,-168.51,1.24,17.84,0.55,133.16,3.63,186.69,3.47
1103.37,168.72,3.43,-168.51,1.24,17.82,0.55,133.07,3.63,186.54,3.47
1103.87,168.59,3.43,-168.51,1.24,17.8,0.55,132.98,3.62,186.39,3.47
1104.37,168.46,3.43,-168.51,1.24,17.78,0.55,132.89,3.62,186.25,3.47
1104.87,168.34,3.43,-168.52,1.24,17.77,0.55,132.81,3.62,186.1,3.47
1105.37,168.21,3.43,-168.52,1.24,17.75,0.55,132.72,3.62,185.96,3.47
1105.87,168.08,3.43,-168.52,1.24,17.73,0.55,132.63,3.62,185.81,3.47
1106.37,167.96,3.43,-168.53,1.24,17.71,0.55,132.54,3.62,185.66,3.47
1106.87,167.83,3.43,-168.53,1.24,17.69,0.55,132.45,3.62,185.52,3.47
1107.37,167.7,3.43,-168.53,1.24,17.67,0.55,132.36,3.62,185.37,3.46
1107.87,167.58,3.43,-168.54,1.24,17.65,0.55,132.27,3.62,185.23,3.46
1108.37,167.45,3.43,-168.54,1.24,17.63,0.55,132.18,3.62,185.08,3.46
1108.87,167.32,3.43,-168.55,1.24,17.62,0.55,132.09,3.62,184.94,3.46
1109.37,167.2,3.43,-168.55,1.24,17.6,0.55,132,3.62,184.79,3.46
1109.87,167.07,3.43,-168.56,1.24,17.58,0.55,131.91,3.62,184.65,3.46
1110.37,166.94,3.43,-168.56,1.24,17.56,0.55,131.82,3.62,184.51,3.46
1110.87,166.82,3.43,-168.57,1.24,17.54,0.55,131.73,3.62,184.36,3.46
1111.37,166.69,3.43,-168.57,1.24,17.52,0.55,131.65,3.62,184.22,3.46
1111.87,166.57,3.43,-168.58,1.24,17.51,0.55,131.56,3.62,184.07,3.46
1112.37,166.44,3.43,-168.58,1.24,17.49,0.55,131.47,3.62,183.93,3.46
1112.87,166.32,3.43,-168.59,1.24,17.47,0.55,131.38,3.62,183.78,3.46
1113.37,166.19,3.43,-168.59,1.24,17.45,0.55,131.29,3.62,183.64,3.46
1113.87,166.07,3.43,-168.6,1.23,17.43,0.55,131.2,3.62,183.5,3.46
1114.37,165.94,3.43,-168.61,1.23,17.41,0.55,131.11,3.62,183.35,3.46
1114.87,165.81,3.43,-168.61,1.23,17.4,0.55,131.02,3.62,183.21,3.46
1115.37,165.69,3.43,-168.62,1.23,17.38,0.55,130.93,3.62,183.07,3.46
1115.87,165.56,3.43,-168.63,1.23,17.36,0.55,130.84,3.62,182.92,3.46
1116.37,165.44,3.43,-168.63,1.23,17.34,0.55,130.75,3.62,182.78,3.46
1116.87,165.31,3.43,-168.64,1.23,17.32,0.55,130.67,3.62,182.64,3.46
1117.37,165.19,3.43,-168.65,1.23,17.31,0.55,130.58,3.62,182.5,3.46
1117.87,165.06,3.42,-168.66,1.23,17.29,0.55,130.49,3.61,182.35,3.46
1118.37,164.94,3.42,-168.66,1.23,17.27,0.55,130.4,3.61,182.21,3.46
1118.87,164.82,3.42,-168.67,1.23,17.25,0.55,130.31,3.61,182.07,3.46
1119.37,164.69,3.42,-168.68,1.23,17.24,0.54,130.22,3.61,181.93,3.46
1119.87,164.57,3.42,-168.69,1.23,17.22,0.54,130.13,3.61,181.78,3.46
1120.37,164.44,3.42,-168.7,1.23,17.2,0.54,130.04,3.61,181.64,3.46
1120.87,164.32,3.42,-168.71,1.23,17.18,0.54,129.95,3.61,181.5,3.45
1121.37,164.19,3.42,-168.71,1.23,17.16,0.54,129.86,3.61,181.36,3.45
1121.87,164.07,3.42,-168.72,1.23,17.15,0.54,129.78,3.61,181.22,3.45
1122.37,163.95,3.42,-168.73,1.23,17.13,0.54,129.69,3.61,181.07,3.45
1122.87,163.82,3.42,-168.74,1.23,17.11,0.54,129.6,3.61,180.93,3.45
1123.37,163.7,3.42,-168.75,1.23,17.09,0.54,129.51,3.61,180.79,3.45
1123.87,163.57,3.42,-168.76,1.23,17.08,0.54,129.42,3.61,180.65,3.45
1124.37,163.45,3.42,-168.77,1.23,17.06,0.54,129.33,3.61,180.51,3.45
1124.87,163.33,3.42,-168.78,1.23,17.04,0.54,129.24,3.61,180.37,3.45
1125.37,163.2,3.42,-168.79,1.23,17.02,0.54,129.15,3.61,180.23,3.45
1125.87,163.08,3.42,-168.8,1.23,17.01,0.54,129.06,3.61,180.09,3.45
1126.37,162.96,3.42,-168.81,1.23,16.99,0.54,128.97,3.61,179.95,3.45
1126.87,162.83,3.42,-168.82,1.23,16.97,0.54,128.89,3.61,179.8,3.45
1127.37,162.71,3.42,-168.83,1.23,16.96,0.54,128.8,3.61,179.66,3.45
1127.87,162.59,3.42,-168.84,1.23,16.94,0.54,128.71,3.61,179.52,3.45
1128.37,162.46,3.42,-168.85,1.23,16.92,0.54,128.62,3.61,179.38,3.45
1128.87,162.34,3.42,-168.86,1.23,16.9,0.54,128.53,3.61,179.24,3.45
1129.37,162.22,3.42,-168.88,1.23,16.89,0.54,128.44,3.61,179.1,3.45
1129.87,162.09,3.42,-168.89,1.23,16.87,0.54,128.35,3.61,178.96,3.45
1130.37,161.97,3.42,-168.9,1.23,16.85,0.54,128.26,3.61,178.82,3.45
1130.87,161.85,3.42,-168.91,1.23,16.84,0.54,128.17,3.61,178.68,3.45
1131.37,161.72,3.42,-168.92,1.23,16.82,0.54,128.09,3.61,178.54,3.45
1131.87,161.6,3.42,-168.94,1.23,16.8,0.54,128,3.61,178.4,3.45
1132.37,161.48,3.42,-168.95,1.23,16.79,0.54,127.91,3.6,178.26,3.45
1132.87,161.36,3.42,-168.96,1.22,16.77,0.54,127.82,3.6,178.12,3.45
1133.37,161.23,3.42,-168.97,1.22,16.75,0.54,127.73,3.6,177.99,3.45
1133.87,161.11,3.41,-168.99,1.22,16.73,0.54,127.64,3.6,177.85,3.45
1134.37,160.99,3.41,-169,1.22,16.72,0.54,127.55,3.6,177.71,3.45
1134.87,160.87,3.41,-169.01,1.22,16.7,0.54,127.46,3.6,177.57,3.44
1135.37,160.74,3.41,-169.02,1.22,16.68,0.54,127.37,3.6,177.43,3.44
1135.87,160.62,3.41,-169.04,1.22,16.67,0.54,127.29,3.6,177.29,3.44
1136.37,160.5,3.41,-169.05,1.22,16.65,0.54,127.2,3.6,177.15,3.44
1136.87,160.38,3.41,-169.07,1.22,16.63,0.54,127.11,3.6,177.01,3.44
1137.37,160.26,3.41,-169.08,1.22,16.62,0.54,127.02,3.6,176.87,3.44
1137.87,160.13,3.41,-169.09,1.22,16.6,0.54,126.93,3.6,176.74,3.44
1138.37,160.01,3.41,-169.11,1.22,16.59,0.54,126.84,3.6,176.6,3.44
1138.87,159.89,3.41,-169.12,1.22,16.57,0.54,126.75,3.6,176.46,3.44
1139.37,159.77,3.41,-169.14,1.22,16.55,0.54,126.66,3.6,176.32,3.44
1139.87,159.65,3.41,-169.15,1.22,16.54,0.54,126.57,3.6,176.18,3.44
1140.37,159.52,3.41,-169.17,1.22,16.52,0.54,126.49,3.6,176.04,3.44
1140.87,159.4,3.41,-169.18,1.22,16.5,0.54,126.4,3.6,175.91,3.44
1141.37,159.28,3.41,-169.2,1.22,16.49,0.54,126.31,3.6,175.77,3.44
1141.87,159.16,3.41,-169.21,1.22,16.47,0.54,126.22,3.6,175.63,3.44
1142.37,159.04,3.41,-169.23,1.22,16.45,0.54,126.13,3.6,175.49,3.44
1142.87,158.92,3.41,-169.24,1.22,16.44,0.54,126.04,3.6,175.35,3.44
1143.37,158.8,3.41,-169.26,1.22,16.42,0.54,125.95,3.6,175.22,3.44
1143.87,158.67,3.41,-169.27,1.22,16.41,0.54,125.86,3.6,175.08,3.44
1144.37,158.55,3.41,-169.29,1.22,16.39,0.54,125.77,3.6,174.94,3.44
1144.87,158.43,3.41,-169.31,1.22,16.37,0.54,125.69,3.6,174.81,3.44
1145.37,158.31,3.41,-169.32,1.22,16.36,0.54,125.6,3.6,174.67,3.44
1145.87,158.19,3.41,-169.34,1.22,16.34,0.54,125.51,3.6,174.53,3.44
1146.37,158.07,3.41,-169.36,1.22,16.33,0.54,125.42,3.6,174.39,3.44
1146.87,157.95,3.41,-169.37,1.22,16.31,0.54,125.33,3.6,174.26,3.44
1147.37,157.83,3.41,-169.39,1.22,16.29,0.54,125.24,3.6,174.12,3.44
1147.87,157.71,3.41,-169.41,1.22,16.28,0.54,125.15,3.59,173.98,3.44
1148.37,157.59,3.41,-169.42,1.22,16.26,0.54,125.06,3.59,173.85,3.44
1148.87,157.46,3.41,-169.44,1.22,16.25,0.54,124.97,3.59,173.71,3.44
1149.37,157.34,3.41,-169.46,1.22,16.23,0.54,124.88,3.59,173.57,3.44
1149.87,157.22,3.41,-169.48,1.22,16.21,0.54,124.8,3.59,173.44,3.43
1150.37,157.1,3.4,-169.49,1.22,16.2,0.54,124.71,3.59,173.3,3.43
1150.87,156.98,3.4,-169.51,1.22,16.18,0.54,124.62,3.59,173.16,3.43
1151.37,156.86,3.4,-169.53,1.22,16.17,0.54,124.53,3.59,173.03,3.43
1151.87,156.74,3.4,-169.55,1.22,16.15,0.54,124.44,3.59,172.89,3.43
1152.37,156.62,3.4,-169.57,1.22,16.13,0.54,124.35,3.59,172.76,3.43
1152.87,156.5,3.4,-169.58,1.22,16.12,0.54,124.26,3.59,172.62,3.43
1153.37,156.38,3.4,-169.6,1.22,16.1,0.54,124.17,3.59,172.48,3.43
1153.87,156.26,3.4,-169.62,1.22,16.09,0.54,124.08,3.59,172.35,3.43
1154.37,156.14,3.4,-169.64,1.22,16.07,0.54,124,3.59,172.21,3.43
1154.87,156.02,3.4,-169.66,1.22,16.06,0.54,123.91,3.59,172.08,3.43
1155.37,155.9,3.4,-169.68,1.22,16.04,0.53,123.82,3.59,171.94,3.43
1155.87,155.78,3.4,-169.7,1.22,16.03,0.53,123.73,3.59,171.81,3.43
1156.37,155.66,3.4,-169.72,1.22,16.01,0.53,123.64,3.59,171.67,3.43
1156.87,155.54,3.4,-169.74,1.22,15.99,0.53,123.55,3.59,171.53,3.43
1157.37,155.42,3.4,-169.76,1.22,15.98,0.53,123.46,3.59,171.4,3.43
1157.87,155.3,3.4,-169.78,1.22,15.96,0.53,123.37,3.59,171.26,3.43
1158.37,155.18,3.4,-169.8,1.22,15.95,0.53,123.28,3.59,171.13,3.43
1158.87,155.06,3.4,-169.82,1.22,15.93,0.53,123.19,3.59,170.99,3.43
1159.37,154.94,3.4,-169.84,1.21,15.92,0.53,123.11,3.59,170.86,3.43
1159.87,154.82,3.4,-169.86,1.21,15.9,0.53,123.02,3.59,170.72,3.43
1160.37,154.7,3.4,-169.88,1.21,15.89,0.53,122.93,3.59,170.59,3.43
1160.87,154.58,3.4,-169.9,1.21,15.87,0.53,122.84,3.59,170.45,3.43
1161.37,154.46,3.4,-169.92,1.21,15.86,0.53,122.75,3.59,170.32,3.43
1161.87,154.34,3.4,-169.94,1.21,15.84,0.53,122.66,3.59,170.19,3.43
1162.37,154.22,3.4,-169.96,1.21,15.83,0.53,122.57,3.59,170.05,3.43
1162.87,154.1,3.4,-169.99,1.21,15.81,0.53,122.48,3.59,169.92,3.43
1163.37,153.99,3.4,-170.01,1.21,15.8,0.53,122.39,3.59,169.78,3.43
1163.87,153.87,3.4,-170.03,1.21,15.78,0.53,122.3,3.58,169.65,3.43
1164.37,153.75,3.4,-170.05,1.21,15.77,0.53,122.21,3.58,169.51,3.43
1164.87,153.63,3.4,-170.07,1.21,15.75,0.53,122.13,3.58,169.38,3.43
1165.37,153.51,3.4,-170.09,1.21,15.74,0.53,122.04,3.58,169.24,3.43
1165.87,153.39,3.4,-170.12,1.21,15.72,0.53,121.95,3.58,169.11,3.42
1166.37,153.27,3.4,-170.14,1.21,15.71,0.53,121.86,3.58,168.98,3.42
1166.87,153.15,3.4,-170.16,1.21,15.69,0.53,121.77,3.58,168.84,3.42
1167.37,153.03,3.4,-170.18,1.21,15.68,0.53,121.68,3.58,168.71,3.42
1167.87,152.91,3.4,-170.21,1.21,15.66,0.53,121.59,3.58,168.57,3.42
1168.37,152.79,3.39,-170.23,1.21,15.65,0.53,121.5,3.58,168.44,3.42
1168.87,152.68,3.39,-170.25,1.21,15.63,0.53,121.41,3.58,168.31,3.42
1169.37,152.56,3.39,-170.28,1.21,15.62,0.53,121.32,3.58,168.17,3.42
1169.87,152.44,3.39,-170.3,1.21,15.6,0.53,121.23,3.58,168.04,3.42
1170.37,152.32,3.39,-170.32,1.21,15.59,0.53,121.14,3.58,167.91,3.42
1170.87,152.2,3.39,-170.35,1.21,15.57,0.53,121.06,3.58,167.77,3.42
1171.37,152.08,3.39,-170.37,1.21,15.56,0.53,120.97,3.58,167.64,3.42
1171.87,151.96,3.39,-170.39,1.21,15.54,0.53,120.88,3.58,167.51,3.42
1172.37,151.84,3.39,-170.42,1.21,15.53,0.53,120.79,3.58,167.37,3.42
1172.87,151.73,3.39,-170.44,1.21,15.51,0.53,120.7,3.58,167.24,3.42
1173.37,151.61,3.39,-170.47,1.21,15.5,0.53,120.61,3.58,167.11,3.42
1173.87,151.49,3.39,-170.49,1.21,15.48,0.53,120.52,3.58,166.97,3.42
1174.37,151.37,3.39,-170.51,1.21,15.47,0.53,120.43,3.58,166.84,3.42
1174.87,151.25,3.39,-170.54,1.21,15.46,0.53,120.34,3.58,166.71,3.42
1175.37,151.13,3.39,-170.56,1.21,15.44,0.53,120.25,3.58,166.57,3.42
1175.87,151.02,3.39,-170.59,1.21,15.43,0.53,120.16,3.58,166.44,3.42
1176.37,150.9,3.39,-170.61,1.21,15.41,0.53,120.07,3.58,166.31,3.42
1176.87,150.78,3.39,-170.64,1.21,15.4,0.53,119.98,3.58,166.18,3.42
1177.37,150.66,3.39,-170.66,1.21,15.38,0.53,119.89,3.58,166.04,3.42
1177.87,150.54,3.39,-170.69,1.21,15.37,0.53,119.81,3.58,165.91,3.42
1178.37,150.42,3.39,-170.72,1.21,15.35,0.53,119.72,3.58,165.78,3.42
1178.87,150.31,3.39,-170.74,1.21,15.34,0.53,119.63,3.58,165.65,3.42
1179.37,150.19,3.39,-170.77,1.21,15.33,0.53,119.54,3.58,165.51,3.42
1179.87,150.07,3.39,-170.79,1.21,15.31,0.53,119.45,3.58,165.38,3.42
1180.37,149.95,3.39,-170.82,1.21,15.3,0.53,119.36,3.58,165.25,3.42
1180.87,149.83,3.39,-170.85,1.21,15.28,0.53,119.27,3.58,165.12,3.42
1181.37,149.72,3.39,-170.87,1.21,15.27,0.53,119.18,3.57,164.98,3.42
1181.87,149.6,3.39,-170.9,1.21,15.25,0.53,119.09,3.57,164.85,3.42
1182.37,149.48,3.39,-170.92,1.21,15.24,0.53,119,3.57,164.72,3.42
1182.87,149.36,3.39,-170.95,1.21,15.23,0.53,118.91,3.57,164.59,3.41
1183.37,149.24,3.39,-170.98,1.21,15.21,0.53,118.82,3.57,164.46,3.41
1183.87,149.13,3.39,-171.01,1.21,15.2,0.53,118.73,3.57,164.32,3.41
1184.37,149.01,3.39,-171.03,1.21,15.18,0.53,118.64,3.57,164.19,3.41
1184.87,148.89,3.39,-171.06,1.21,15.17,0.53,118.55,3.57,164.06,3.41
1185.37,148.77,3.39,-171.09,1.21,15.15,0.53,118.46,3.57,163.93,3.41
1185.87,148.66,3.39,-171.11,1.21,15.14,0.53,118.37,3.57,163.8,3.41
1186.37,148.54,3.39,-171.14,1.21,15.13,0.53,118.28,3.57,163.66,3.41
1186.87,148.42,3.39,-171.17,1.21,15.11,0.53,118.19,3.57,163.53,3.41
1187.37,148.3,3.39,-171.2,1.21,15.1,0.53,118.11,3.57,163.4,3.41
1187.87,148.19,3.38,-171.23,1.21,15.08,0.53,118.02,3.57,163.27,3.41
1188.37,148.07,3.38,-171.25,1.21,15.07,0.53,117.93,3.57,163.14,3.41
1188.87,147.95,3.38,-171.28,1.21,15.06,0.53,117.84,3.57,163.01,3.41
1189.37,147.83,3.38,-171.31,1.21,15.04,0.53,117.75,3.57,162.88,3.41
1189.87,147.72,3.38,-171.34,1.21,15.03,0.53,117.66,3.57,162.74,3.41
1190.37,147.6,3.38,-171.37,1.21,15.02,0.53,117.57,3.57,162.61,3.41
1190.87,147.48,3.38,-171.4,1.21,15,0.53,117.48,3.57,162.48,3.41
1191.37,147.36,3.38,-171.43,1.21,14.99,0.53,117.39,3.57,162.35,3.41
1191.87,147.25,3.38,-171.45,1.21,14.97,0.53,117.3,3.57,162.22,3.41
1192.37,147.13,3.38,-171.48,1.21,14.96,0.53,117.21,3.57,162.09,3.41
1192.87,147.01,3.38,-171.51,1.21,14.95,0.53,117.12,3.57,161.96,3.41
1193.37,146.89,3.38,-171.54,1.21,14.93,0.53,117.03,3.57,161.83,3.41
1193.87,146.78,3.38,-171.57,1.21,14.92,0.53,116.94,3.57,161.69,3.41
1194.37,146.66,3.38,-171.6,1.21,14.9,0.53,116.85,3.57,161.56,3.41
1194.87,146.54,3.38,-171.63,1.21,14.89,0.53,116.76,3.57,161.43,3.41
1195.37,146.42,3.38,-171.66,1.21,14.88,0.53,116.67,3.57,161.3,3.41
1195.87,146.31,3.38,-171.69,1.21,14.86,0.53,116.58,3.57,161.17,3.41
1196.37,146.19,3.38,-171.72,1.21,14.85,0.53,116.49,3.57,161.04,3.41
1196.87,146.07,3.38,-171.75,1.21,14.84,0.53,116.4,3.57,160.91,3.41
1197.37,145.96,3.38,-171.78,1.21,14.82,0.53,116.31,3.57,160.78,3.41
1197.87,145.84,3.38,-171.81,1.21,14.81,0.52,116.22,3.57,160.65,3.41
1198.37,145.72,3.38,-171.84,1.21,14.8,0.52,116.13,3.57,160.52,3.41
1198.87,145.6,3.38,-171.87,1.21,14.78,0.52,116.04,3.57,160.39,3.41
1199.37,145.49,3.38,-171.91,1.21,14.77,0.52,115.95,3.56,160.26,3.41
1199.87,145.37,3.38,-171.94,1.21,14.76,0.52,115.86,3.56,160.13,3.41
1200.37,145.25,3.38,-171.97,1.21,14.74,0.52,115.77,3.56,160,3.41
1200.87,145.14,3.38,-172,1.21,14.73,0.52,115.68,3.56,159.87,3.4
1201.37,145.02,3.38,-172.03,1.21,14.72,0.52,115.59,3.56,159.74,3.4
1201.87,144.9,3.38,-172.06,1.21,14.7,0.52,115.5,3.56,159.6,3.4
1202.37,144.79,3.38,-172.09,1.21,14.69,0.52,115.41,3.56,159.47,3.4
1202.87,144.67,3.38,-172.13,1.21,14.67,0.52,115.32,3.56,159.34,3.4
1203.37,144.55,3.38,-172.16,1.21,14.66,0.52,115.23,3.56,159.21,3.4
1203.87,144.44,3.38,-172.19,1.21,14.65,0.52,115.14,3.56,159.08,3.4
1204.37,144.32,3.38,-172.22,1.21,14.63,0.52,115.05,3.56,158.95,3.4
1204.87,144.2,3.38,-172.25,1.21,14.62,0.52,114.96,3.56,158.82,3.4
1205.37,144.09,3.38,-172.29,1.21,14.61,0.52,114.87,3.56,158.69,3.4
1205.87,143.97,3.38,-172.32,1.21,14.6,0.52,114.78,3.56,158.56,3.4
1206.37,143.85,3.38,-172.35,1.21,14.58,0.52,114.69,3.56,158.43,3.4
1206.87,143.73,3.38,-172.38,1.21,14.57,0.52,114.6,3.56,158.3,3.4
1207.37,143.62,3.38,-172.42,1.21,14.56,0.52,114.51,3.56,158.17,3.4
1207.87,143.5,3.38,-172.45,1.21,14.54,0.52,114.42,3.56,158.04,3.4
1208.37,143.38,3.38,-172.48,1.21,14.53,0.52,114.33,3.56,157.91,3.4
1208.87,143.27,3.37,-172.52,1.21,14.52,0.52,114.24,3.56,157.78,3.4
1209.37,143.15,3.37,-172.55,1.21,14.5,0.52,114.15,3.56,157.65,3.4
1209.87,143.03,3.37,-172.58,1.21,14.49,0.52,114.06,3.56,157.52,3.4
1210.37,142.92,3.37,-172.62,1.21,14.48,0.52,113.97,3.56,157.39,3.4
1210.87,142.8,3.37,-172.65,1.21,14.46,0.52,113.87,3.56,157.27,3.4
1211.37,142.69,3.37,-172.68,1.21,14.45,0.52,113.78,3.56,157.14,3.4
1211.87,142.57,3.37,-172.72,1.21,14.44,0.52,113.69,3.56,157.01,3.4
1212.37,142.45,3.37,-172.75,1.21,14.42,0.52,113.6,3.56,156.88,3.4
1212.87,142.34,3.37,-172.79,1.21,14.41,0.52,113.51,3.56,156.75,3.4
1213.37,142.22,3.37,-172.82,1.21,14.4,0.52,113.42,3.56,156.62,3.4
1213.87,142.1,3.37,-172.85,1.21,14.39,0.52,113.33,3.56,156.49,3.4
1214.37,141.99,3.37,-172.89,1.21,14.37,0.52,113.24,3.56,156.36,3.4
1214.87,141.87,3.37,-172.92,1.21,14.36,0.52,113.15,3.56,156.23,3.4
1215.37,141.75,3.37,-172.96,1.21,14.35,0.52,113.06,3.56,156.1,3.4
1215.87,141.64,3.37,-172.99,1.21,14.33,0.52,112.97,3.56,155.97,3.4
1216.37,141.52,3.37,-173.03,1.21,14.32,0.52,112.88,3.56,155.84,3.4
1216.87,141.4,3.37,-173.06,1.21,14.31,0.52,112.79,3.56,155.71,3.4
1217.37,141.29,3.37,-173.1,1.21,14.29,0.52,112.7,3.56,155.58,3.4
1217.87,141.17,3.37,-173.13,1.21,14.28,0.52,112.61,3.56,155.45,3.4
1218.37,141.05,3.37,-173.17,1.21,14.27,0.52,112.52,3.56,155.32,3.4
1218.87,140.94,3.37,-173.21,1.21,14.26,0.52,112.42,3.56,155.19,3.4
1219.37,140.82,3.37,-173.24,1.21,14.24,0.52,112.33,3.55,155.07,3.4
1219.87,140.71,3.37,-173.28,1.21,14.23,0.52,112.24,3.55,154.94,3.4
1220.37,140.59,3.37,-173.31,1.21,14.22,0.52,112.15,3.55,154.81,3.39
1220.87,140.47,3.37,-173.35,1.21,14.21,0.52,112.06,3.55,154.68,3.39
1221.37,140.36,3.37,-173.39,1.21,14.19,0.52,111.97,3.55,154.55,3.39
1221.87,140.24,3.37,-173.42,1.21,14.18,0.52,111.88,3.55,154.42,3.39
1222.37,140.12,3.37,-173.46,1.21,14.17,0.52,111.79,3.55,154.29,3.39
1222.87,140.01,3.37,-173.49,1.21,14.15,0.52,111.7,3.55,154.16,3.39
1223.37,139.89,3.37,-173.53,1.21,14.14,0.52,111.61,3.55,154.03,3.39
1223.87,139.77,3.37,-173.57,1.21,14.13,0.52,111.52,3.55,153.9,3.39
1224.37,139.66,3.37,-173.6,1.21,14.12,0.52,111.42,3.55,153.78,3.39
1224.87,139.54,3.37,-173.64,1.21,14.1,0.52,111.33,3.55,153.65,3.39
1225.37,139.43,3.37,-173.68,1.21,14.09,0.52,111.24,3.55,153.52,3.39
1225.87,139.31,3.37,-173.72,1.21,14.08,0.52,111.15,3.55,153.39,3.39
